"holder","segment","licenses","mining_lics","hectares","main_commodities","lics_in_default_2025","lics_cancelled_2024","registry_discrepancy","likely_reason","already_researched","existing_contact"
"Wana Emerald Mining Company Ltd","gemstones","1","1","163","Emerald/Beryllium","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"J.L.Cole Investments Limited","base_metals","1","0","153","Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"EKS Mining International Ltd","gemstones","1","1","150","Emerald/Beryllium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Build Gene Mining and Construction Limited","gemstones","1","1","144","Manganese/Tourmaline/Gold","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Muamba and Company Ltd","gemstones","1","1","143","Tourmaline/Quartz/Aquamarine","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Kaur Suppliers Limited","base_metals","1","1","140","Quartz/Sand and Gravel/Silica","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Hume Stone Limited","base_metals","1","1","140","Copper","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Paulgil Check Enterprises Limited","gemstones","1","1","139","Emerald","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Melai Company Limited","gemstones","1","1","121","Emerald/Beryllium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Mandlethu Zambia Ltd","gemstones","1","1","121","Mica/Tourmaline/Emerald","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","yes"
"ZAKOR Metals Ltd","other","1","1","120","Malachite","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Franciscan Mineals Zambia Limited","gemstones","1","1","120","Emerald/Beryllium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Nkana General Delalers Ltd","gemstones","1","1","113","Emerald/Beryllium","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"G & G National Wide Zambia Ltd","gemstones","1","1","113","Emerald/Beryllium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"LSL CONSULTANCY & INVESTMENT LIMITED","critical_battery","1","0","111","Quartz/Nickel/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Nachingwali Enterprises Ltd","gemstones","1","0","106","Emerald","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Wizamar General Dealers Ltd","gemstones","1","0","100","Emerald","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Bakwalufu Enterprises Ltd","critical_battery","1","1","100","Nickel/Silver/Uranium","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"ALD Plant & Fleet Management Limited","construction_materials","1","1","99","Granite/Crushed/Broken Stone","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"MGB Mining Limited","gemstones","1","1","97","Emerald","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Ramada Trade Investment Limited","gold","1","0","96","Gold/Copper/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"A.L. IMPORTERS AND EXPORTERS LIMITED","gemstones","1","0","95","Manganese/Malachite/Limestone (General)","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Suanni mining limited.","gemstones","1","0","83","Emerald/Gold/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Shen Zhou Investment Compmay Limited","industrial_minerals","1","1","79","Limestone (General)/Granite/Crushed/Broken Stone","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Asbelow Mining & Business Consultancy Limited","critical_battery","1","0","73","Manganese/Nickel/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Jamba Mining & Marketing Ltd","gemstones","1","1","72","Emerald/Beryllium","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Kankan Mining Co. Limited","gemstones","1","1","68","Amethyst","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"NISS SKY Spares and Accessories (1996) Limited","gemstones","1","0","67","Nickel/Manganese/Tourmaline","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Kalubwe Mining Limited","gemstones","1","1","60","Emerald","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Mapelo Gemstone Export Co. Limited","gemstones","1","1","60","Garnet","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Gertina Mines Limited","gemstones","1","1","51","Emerald/Beryllium","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"PLR Projects Zambia Ltd","critical_battery","1","1","50","Manganese/Quartz/Coal","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"United Alloys (Z) Limited","critical_battery","1","1","47","Manganese","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Double ""C"" Investments Limited","gemstones","1","1","45","Tourmaline/Emerald","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"M.G Mwanjisi Auto Parts Limited","gemstones","1","0","44","Emerald","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"TRYTON CONSTRUCTION & ENGINEERING COMPANY LIMITED","industrial_minerals","1","0","43","Limestone (General)/Dolomite","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Emmanuel and Joseph Scrap Metal Co. Ltd.","gemstones","1","1","40","Emerald","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Ifisuma Tafisa Bwangu Mining Company Ltd","gold","2","1","36","Gold/Sulfur/Cobalt","1","2","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"BED-ROCK MINE LIMITED","gemstones","1","1","35","Emerald","0","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Faren Mining and Metalllurgy Zambia Company Limited","gold","1","1","33","Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Point & Line Technology Ltd","construction_materials","1","1","30","Stone","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Aqu-Desert Zambia Limited","gold","1","0","27","Stone/Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"ZM and P (B.V.I) Holdings Limited","critical_battery","1","1","26","Tantalum/Silver/Tin","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"kamutumba mining company ltd","critical_battery","1","0","17","Manganese/Silver/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"H.G High Grade Resources Limited","base_metals","1","1","13","Copper/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"E-Stone Works Enterprises Limited","gemstones","1","0","13","Lithium/Manganese/Iron Ore","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"True Ore Mines and Minerals (Tomm) Private Limited","critical_battery","1","1","13","Manganese/Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Green Machinery Suppiers Limited","unknown","1","1","13","","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Grhhin Mine Limited","gold","1","0","13","Iron Ore/Silver/Zinc","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Daxing Mining Company Limited","critical_battery","1","1","13","Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Havfree International Trade (pty) Limited","critical_battery","1","0","11","Nickel/Manganese/Zinc","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Double impacty Construction Company Ltd","industrial_minerals","1","1","11","Marble/Limestone (General)","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Liang Yun Company Limited","base_metals","1","1","7","Copper/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"INTERNAL MINDSET CO-OPERTIVE LIMITED","gold","1","1","7","Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","no","no"
"Sangalala General Trading Limited","gold","1","1","7","Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Sunrain Purifield Construction Ltd","construction_materials","1","1","7","Granite","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Sunshine Eagle Mining Ltd","gold","1","1","4","Gold/Silver/Cobalt","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Silchil Construction Solutions Ltd","construction_materials","1","1","3","Sandstone/Lightweight Aggregate","0","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","no"
"Ameya Marble Limited","industrial_minerals","1","1","3","Limestone (General)","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit — spelling variance, deregistration, or genuine absence","yes","yes"
