"holder","segment","licenses","mining_lics","hectares","main_commodities","lics_in_default_2025","lics_cancelled_2024","registry_discrepancy","likely_reason","already_researched","existing_contact"
"Jilin Nonferous Mining zambia Limited","base_metals","1","0","299","Copper/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Sajakle Resources Limited","critical_battery","1","0","293","Iron Ore/Manganese/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Proximity Mining and Engineering Company Ltd","gemstones","2","2","284","Tourmaline/Emerald/Beryllium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Cross Country Mining Ltd","gemstones","2","1","275","Emerald","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Sky Africa Engineering & Construction Limited","construction_materials","1","1","261","Sand and Gravel","0","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'SKY AFRICA ENGINEERING AND CONSTRUCTION LIMITED'","yes","no"
"Chavuma Mining Cooperative Limited","gemstones","2","1","258","Emerald","1","1","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"JBK Mining Compant LTD","gemstones","1","1","256","Quartz/Tourmaline/Garnet","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Lunga Minerals and Geological Limited","base_metals","1","1","256","Copper","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Rabya Machining Ltd","industrial_minerals","1","1","254","Silica/Sand and Gravel/Quartz","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Izulu Lethu Mining & Trading Academy Limited","critical_battery","1","0","242","Manganese/Gold/Copper","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'IZULU LETHU MINING & TRAINING ACADEMY LIMITED'","no","no"
"Dangote Industries (Z) Ltd","industrial_minerals","1","1","240","Limestone (General)","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","yes"
"Zindi Mining Limted","gemstones","1","0","235","Mineral Sands/Nickel/Limestone (General)","0","0","NOT_FOUND_IN_PACRA_SEARCH","no corporate suffix: may be a trading name or an unincorporated venture","no","no"
"Zambian Limo Tours & Travel Limited","gemstones","2","0","233","Limestone (General)/Manganese/Quartz","2","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'ZAMBIAN LIMO TOURS & TRAVEL'","no","no"
"Copper Rockfield Mines Ltd","critical_battery","1","0","229","Silver/Tin/Uranium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Zamroyal Investments Limited","gemstones","1","0","220","Silica/Quartz/Tourmaline","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Lafarge Zambia PLC","industrial_minerals","2","2","216","Limestone (General)/Shale","2","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","yes"
"Maggie Kashinakazhi Mine Limited","gold","1","0","211","Lead/Silver/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"alkhazana mining company limited","gemstones","1","1","209","Emerald","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Astro-Gem Industries Limited","gemstones","1","1","203","Quartz/Tourmaline/Garnet","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Sokotela Investments Ltd","gold","2","1","198","Granite/Limestone (General)/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"True Ore Mines and Mineral (Zambia) Limited","gemstones","1","0","195","Nickel/Sugilite/Zinc","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'TRUE ORE MINES AND MINERAL (ZAMBIA) LIMITED'","no","no"
"M.A.C General Dealers Limited","gemstones","1","1","189","Emerald/Beryllium","1","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'B.C.M. GENERAL DEALERS LIMITED  '","yes","no"
"Prime Marble Ltd","industrial_minerals","2","2","188","Marble/Limestone (General)","2","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"GWK Earth Movers.Com Limited","gemstones","1","0","187","Quartz/Silica/Gold","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'GWK EARTH MOVERS.COM LIMITED'","yes","no"
"Nyize Enterprises Ltd","gemstones","1","1","180","Emerald/Beryllium","0","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Gramiraj Investments Ltd","gemstones","1","1","178","Iron Ore/Quartz/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"JS Moyo Farms Limited","construction_materials","1","0","170","Granite/Crushed/Broken Stone","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Wana Emerald Mining Company Ltd","gemstones","1","1","163","Emerald/Beryllium","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"J.L.Cole Investments Limited","base_metals","1","0","153","Copper","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'J.L.COLE INVESTMENTS LIMITED'","no","no"
"EKS Mining International Ltd","gemstones","1","1","150","Emerald/Beryllium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Build Gene Mining and Construction Limited","gemstones","1","1","144","Manganese/Tourmaline/Gold","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Muamba and Company Ltd","gemstones","1","1","143","Tourmaline/Quartz/Aquamarine","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Kaur Suppliers Limited","base_metals","1","1","140","Quartz/Sand and Gravel/Silica","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Hume Stone Limited","base_metals","1","1","140","Copper","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Paulgil Check Enterprises Limited","gemstones","1","1","139","Emerald","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Shultz Mining  Limited","gemstones","1","1","128","Emerald/Beryllium","1","1","NOT_FOUND_IN_PACRA_SEARCH","register name has whitespace/encoding artefacts: likely a name-match failure, not absence","no","no"
"Melai Company Limited","gemstones","1","1","121","Emerald/Beryllium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Mandlethu Zambia Ltd","gemstones","1","1","121","Mica/Tourmaline/Emerald","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","yes"
"ZAKOR Metals Ltd","other","1","1","120","Malachite","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Franciscan Mineals Zambia Limited","gemstones","1","1","120","Emerald/Beryllium","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Nkana General Delalers Ltd","gemstones","1","1","113","Emerald/Beryllium","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"G & G National Wide Zambia Ltd","gemstones","1","1","113","Emerald/Beryllium","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'G P FORESTS DEVELOPMENT (I) LIMITED'","no","no"
"LSL CONSULTANCY & INVESTMENT LIMITED","critical_battery","1","0","111","Quartz/Nickel/Zinc","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'LSL CONSULTANCY & INVESTMENT LIMITED'","yes","no"
"Nachingwali Enterprises Ltd","gemstones","1","0","106","Emerald","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Wizamar General Dealers Ltd","gemstones","1","0","100","Emerald","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Bakwalufu Enterprises Ltd","critical_battery","1","1","100","Nickel/Silver/Uranium","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"ALD Plant & Fleet Management Limited","construction_materials","1","1","99","Granite/Crushed/Broken Stone","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'ALD PLANT & FLEET MANAGEMENT LIMITED '","yes","no"
"MGB Mining Limited","gemstones","1","1","97","Emerald","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Ramada Trade Investment Limited","gold","1","0","96","Gold/Copper/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"A.L. IMPORTERS AND EXPORTERS LIMITED","gemstones","1","0","95","Manganese/Malachite/Limestone (General)","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'A.L. IMPORTERS AND EXPORTERS LIMITED'","yes","no"
"Suanni mining limited.","gemstones","1","0","83","Emerald/Gold/Cobalt","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'SUANNI MINING LIMITED'","no","no"
"Shen Zhou Investment Compmay Limited","industrial_minerals","1","1","79","Limestone (General)/Granite/Crushed/Broken Stone","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Mano Yachila Maka Mining Cooperative","gemstones","1","0","78","Emerald","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Asbelow Mining & Business Consultancy Limited","critical_battery","1","0","73","Manganese/Nickel/Zinc","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'AsBELOW MINING AND BUSINESS CONSULTANCY LIMITED'","no","no"
"Jamba Mining & Marketing Ltd","gemstones","1","1","72","Emerald/Beryllium","1","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'JAMBA MINING AND MARKETING LIMITED'","no","no"
"Kankan Mining Co. Limited","gemstones","1","1","68","Amethyst","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'KANKAN MINING COMPANY LIMITED'","yes","no"
"NISS SKY Spares and Accessories (1996) Limited","gemstones","1","0","67","Nickel/Manganese/Tourmaline","0","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Kalubwe Mining Limited","gemstones","1","1","60","Emerald","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Mapelo Gemstone Export Co. Limited","gemstones","1","1","60","Garnet","1","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'MAPELO GEMSTONE EXPRT COMPANY LIMITED'","no","no"
"Gertina Mines Limited","gemstones","1","1","51","Emerald/Beryllium","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"PLR Projects Zambia Ltd","critical_battery","1","1","50","Manganese/Quartz/Coal","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"United Alloys (Z) Limited","critical_battery","1","1","47","Manganese","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Double ""C"" Investments Limited","gemstones","1","1","45","Tourmaline/Emerald","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Fitwama Mining Cooperative Society","gemstones","1","1","45","Emerald","0","1","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"M.G Mwanjisi Auto Parts Limited","gemstones","1","0","44","Emerald","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'M. G MWANJISI AUTO PARTS LIMITED'","yes","no"
"Nyatungu  Multipurpose Coorperative  Society","gold","2","2","44","Copper/Cobalt/Silver","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"TRYTON CONSTRUCTION & ENGINEERING COMPANY LIMITED","industrial_minerals","1","0","43","Limestone (General)/Dolomite","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'TRYTON CONSTRUCTION & ENGINEERING COMPANY LIMITED'","yes","no"
"Emmanuel and Joseph Scrap Metal Co. Ltd.","gemstones","1","1","40","Emerald","1","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'EMMANUEL AND JOSEPH SCRAP METALS COMPANY LIMITED'","no","no"
"Ifisuma Tafisa Bwangu Mining Company Ltd","gold","2","1","36","Gold/Sulfur/Cobalt","1","2","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"BED-ROCK MINE LIMITED","gemstones","1","1","35","Emerald","0","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Farmers Development Cooperaative Union Society Limited","gold","5","5","34","Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Feedstock and Nutrition Manufactures Co-operative Society Limited","gold","5","5","34","Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Faren Mining and Metalllurgy Zambia Company Limited","gold","1","1","33","Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Lead Way Youth Multi Purpose Cooperative Society Limited","base_metals","1","0","33","Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Point & Line Technology Ltd","construction_materials","1","1","30","Stone","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'BRAND POINT SHOP LIMITED'","yes","no"
"Aqu-Desert Zambia Limited","gold","1","0","27","Stone/Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Tawampa Multi-purpose Co-operative Society Limited","industrial_minerals","4","4","27","Dolomite/Granite","4","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Sichanzu Multipurpose Cooperative  society Limited","critical_battery","4","4","26","Iron Ore/Zinc/Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Matala Gold Hero Multi-Purpose Society Limited","gemstones","4","4","26","Gold/Silver/Zinc","4","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Libra Mining Multi-Purpose Cooperative Society Limited","gold","4","4","26","Quartz/Silica/Limestone (General)","4","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"ZM and P (B.V.I) Holdings Limited","critical_battery","1","1","26","Tantalum/Silver/Tin","0","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'ZM & P (B.V.I) HOLDINGS LIMITED'","no","no"
"Moyo Chiefdom Multi purpose Cooperative Society Limited","gemstones","4","4","26","Feldspar/Emerald/Beryllium","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Zabwino-Ndidi Multi-Purpose Co-operative Society Limited","gold","4","4","26","Gold/Copper","3","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Thandizo Lathu Multipurpose Co-operative Society Limited","gemstones","4","4","22","Iron Ore/Manganese/Quartz","4","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"ZAMSERE YOUTHS MINING COOPERATIVE SOCIETY LIMITED","gemstones","3","3","20","Quartz/Manganese/Iron Ore","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Luiri Miners Cooperative Society","critical_battery","3","3","20","Gold/Copper/Silver","3","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Learn To Share Mining Co-Operative Society Limited","gemstones","3","3","20","Gold/Quartz/Tin","3","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"LELO Mult-Purpose Co-operative Society Limited","gemstones","3","3","20","Manganese/Gold/Copper","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"CHALO MBANTHU YOUNG WOMEN MULTI-CO-OPERATIVE SOCIETY LIMITED","gemstones","3","3","20","Gold/Quartz/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Mukala Mineral co-operative Society Limited","gold","3","3","20","Copper/Cobalt/Gold","3","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"MineralXplore Multi-Purpose  Cooperative Society limited","gold","3","3","20","Sand/Limestone (General)/Gold","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Chelekapa Mult-Purpose Co-operative Society Limited","gemstones","4","4","19","Copper/Zinc/Tourmaline","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"kamutumba mining company ltd","critical_battery","1","0","17","Manganese/Silver/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Makaasa Multi-Purpose Co-operative Society Limited","critical_battery","3","3","17","Quartz/Nickel/Rare EarthsElements","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Daxing Mining Company Limited","critical_battery","1","1","13","Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Twawilwa Multi Purpose Cooperative  Limited","gold","2","2","13","Gold","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Central Mining Local Multi-Purpose Co-operative Society Limited","critical_battery","2","2","13","Nickel/Silver/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Bwesu Ubunoshi Multipurpose Cooperative Society","critical_battery","2","2","13","Rare EarthsElements/Tantalum/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Twafwilishane Multi-Purpose Co-operative Society Limited","critical_battery","2","2","13","Zinc/Lead/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"MBOOZIBATEBULI MULTI- PURPOSE CO-OPERATIVE SOCIETY LIMITED","industrial_minerals","2","2","13","Quartz/Stone/Granite","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"PROGRESSION YOUTH MULTI PURPOSE COOPERATIVE SOCIETY LIMITED","gold","2","2","13","Gold/Copper/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Muchinga Route Multi-purpose Co-operative Society Limited","gemstones","2","2","13","Nickel/Anhydrite/Zinc","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Kalomona Mining Cooperative Society Limited","industrial_minerals","2","2","13","Quartz","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"QUICK SQUAD MULTI-PURPOSE COOPERATIVE LIMITED","gold","2","2","13","Copper/Cobalt/Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"True Ore Mines and Minerals (Tomm) Private Limited","critical_battery","1","1","13","Manganese/Gold/Copper","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'TRUE ORE MINES AND MINERALS (TOMM) PRIVATE LIMITED'","no","no"
"Fyakufolobolafye Mining Cooperative Society Limited","gemstones","2","2","13","Gold/Silver/Zinc","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Benecho Women Multi-purpose Co-operative Society Limited","gemstones","2","2","13","Limestone (General)/Manganese/Anhydrite","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Faith Womens Mining Cooperative Society Limited","gemstones","2","2","13","Gold/Iron Ore/Quartz","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Mulonga Mining Cooperative Society Limited","gemstones","2","2","13","Lead/Anhydrite/Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"H.G High Grade Resources Limited","base_metals","1","1","13","Copper/Cobalt","1","0","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'H.G HIGH GRADE RESOURCES LIMITED'","no","no"
"COMETOGETHER MULTI-PURPOSED CO-OPERATIVE SOCIETY LIMITED","gemstones","2","2","13","Rare EarthsElements/Silver/Quartz","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"City Mine Multi-purpose Cooperative Society Limited","gemstones","2","2","13","Tungsten/Lithium/Rare EarthsElements","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"E-Stone Works Enterprises Limited","gemstones","1","0","13","Lithium/Manganese/Iron Ore","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"LUKUNKA CENTRAL MULTI -PURPOSE CO-OPERATIVE SOCIETY LIMITED","gold","2","2","13","Iron Ore/Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"KYASALAULA MULTIPURPOSE CO-OPERATIVE SOCIETY","critical_battery","2","2","13","Zinc/Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Green Machinery Suppiers Limited","unknown","1","1","13","","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Ikondo Mining Cooperative Society (IMCS)","gold","2","2","13","Gold/Zinc/Copper","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Lumbeni Multi-purpose Co-operative Society Limited","critical_battery","2","2","13","Lead/Manganese/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Zambia Savings and Credit Union Cooperative Society Limited","gemstones","2","2","13","Iron Ore/Anhydrite/Gypsum","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"LUSAC BUILDERS MULTI- PURPOSE  CO-OPERATIVE SOCIETY LIMITED","gemstones","2","2","13","Nickel/Anhydrite/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Mwandanga Mining And Crushing Multi-purpose Co-operative Society Limited","gemstones","2","2","13","Quartz/Iron Ore/Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Chibechatu Multi-purpose Co-operative Society Limited","gemstones","2","2","13","Nickel/Lithium/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"NORTHWEST - LINE MULTIPURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","2","2","13","Zinc/Anhydrite/Quartz","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Lubalashi Co-operative Limited","industrial_minerals","2","2","13","Limestone (General)","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Chikoti Khisa-Mining Co-operative Society Limited","critical_battery","2","2","13","Quartz/Rare EarthsElements/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"AAL- Grace Mining Co-operative Society Limited","gold","2","2","13","Iron Ore/Zinc/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Front Page Multi-Purpose Cooperative Society Limited","gemstones","2","2","13","Clay (General)/Mineral Sands/Feldspar","2","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"CHINTUCHOMWE MULTI-PURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","2","2","13","Quartz/Nickel/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
